kVp_kV,InherentFiltration_mmAl,AddedFiltration_mmCu,AddedFiltration_mmAl,AddedFiltration_mmAir,DeviceModel,AcquisitionPlane,AnodeAngle_deg,HVL_mmAl,h,comment
99,4.4,0.9,1,795,Allura Clarity,Plane A,11,10.232,,Inherent filtration measured in lab U104 - 2018-04-12
100,4.4,0,0,795,Allura Clarity,Plane A,11,4.67,0.711,Inherent filtration measured in lab U104 - 2018-04-12
100,4.4,0.1,1,795,Allura Clarity,Plane A,11,6.55,0.813,Inherent filtration measured in lab U104 - 2018-04-12
100,4.4,0.4,1,795,Allura Clarity,Plane A,11,8.72,0.908,Inherent filtration measured in lab U104 - 2018-04-12
100,4.4,0.9,1,795,Allura Clarity,Plane A,11,10.3,0.953,Inherent filtration measured in lab U104 - 2018-04-12
101,4.4,0,0,795,Allura Clarity,Plane A,11,4.716,,Inherent filtration measured in lab U104 - 2018-04-12
101,4.4,0.1,1,795,Allura Clarity,Plane A,11,6.606,,Inherent filtration measured in lab U104 - 2018-04-12
101,4.4,0.4,1,795,Allura Clarity,Plane A,11,8.78,,Inherent filtration measured in lab U104 - 2018-04-12
101,4.4,0.9,1,795,Allura Clarity,Plane A,11,10.36,,Inherent filtration measured in lab U104 - 2018-04-12
102,4.4,0,0,795,Allura Clarity,Plane A,11,4.762,,Inherent filtration measured in lab U104 - 2018-04-12
102,4.4,0.1,1,795,Allura Clarity,Plane A,11,6.662,,Inherent filtration measured in lab U104 - 2018-04-12
102,4.4,0.4,1,795,Allura Clarity,Plane A,11,8.84,,Inherent filtration measured in lab U104 - 2018-04-12
102,4.4,0.9,1,795,Allura Clarity,Plane A,11,10.42,,Inherent filtration measured in lab U104 - 2018-04-12
103,4.4,0,0,795,Allura Clarity,Plane A,11,4.808,,Inherent filtration measured in lab U104 - 2018-04-12
103,4.4,0.1,1,795,Allura Clarity,Plane A,11,6.718,,Inherent filtration measured in lab U104 - 2018-04-12
103,4.4,0.4,1,795,Allura Clarity,Plane A,11,8.9,,Inherent filtration measured in lab U104 - 2018-04-12
103,4.4,0.9,1,795,Allura Clarity,Plane A,11,10.48,,Inherent filtration measured in lab U104 - 2018-04-12
104,4.4,0,0,795,Allura Clarity,Plane A,11,4.854,,Inherent filtration measured in lab U104 - 2018-04-12
104,4.4,0.1,1,795,Allura Clarity,Plane A,11,6.774,,Inherent filtration measured in lab U104 - 2018-04-12
104,4.4,0.4,1,795,Allura Clarity,Plane A,11,8.96,,Inherent filtration measured in lab U104 - 2018-04-12
104,4.4,0.9,1,795,Allura Clarity,Plane A,11,10.54,,Inherent filtration measured in lab U104 - 2018-04-12
105,4.4,0,0,795,Allura Clarity,Plane A,11,4.9,0.709,Inherent filtration measured in lab U104 - 2018-04-12
105,4.4,0.1,1,795,Allura Clarity,Plane A,11,6.83,0.813,Inherent filtration measured in lab U104 - 2018-04-12
105,4.4,0.4,1,795,Allura Clarity,Plane A,11,9.02,0.908,Inherent filtration measured in lab U104 - 2018-04-12
105,4.4,0.9,1,795,Allura Clarity,Plane A,11,10.6,0.953,Inherent filtration measured in lab U104 - 2018-04-12
106,4.4,0,0,795,Allura Clarity,Plane A,11,4.944,,Inherent filtration measured in lab U104 - 2018-04-12
106,4.4,0.1,1,795,Allura Clarity,Plane A,11,6.88,,Inherent filtration measured in lab U104 - 2018-04-12
106,4.4,0.4,1,795,Allura Clarity,Plane A,11,9.07,,Inherent filtration measured in lab U104 - 2018-04-12
106,4.4,0.9,1,795,Allura Clarity,Plane A,11,10.64,,Inherent filtration measured in lab U104 - 2018-04-12
107,4.4,0,0,795,Allura Clarity,Plane A,11,4.988,,Inherent filtration measured in lab U104 - 2018-04-12
107,4.4,0.1,1,795,Allura Clarity,Plane A,11,6.93,,Inherent filtration measured in lab U104 - 2018-04-12
107,4.4,0.4,1,795,Allura Clarity,Plane A,11,9.12,,Inherent filtration measured in lab U104 - 2018-04-12
107,4.4,0.9,1,795,Allura Clarity,Plane A,11,10.68,,Inherent filtration measured in lab U104 - 2018-04-12
108,4.4,0,0,795,Allura Clarity,Plane A,11,5.032,,Inherent filtration measured in lab U104 - 2018-04-12
108,4.4,0.1,1,795,Allura Clarity,Plane A,11,6.98,,Inherent filtration measured in lab U104 - 2018-04-12
108,4.4,0.4,1,795,Allura Clarity,Plane A,11,9.17,,Inherent filtration measured in lab U104 - 2018-04-12
108,4.4,0.9,1,795,Allura Clarity,Plane A,11,10.72,,Inherent filtration measured in lab U104 - 2018-04-12
109,4.4,0,0,795,Allura Clarity,Plane A,11,5.076,,Inherent filtration measured in lab U104 - 2018-04-12
109,4.4,0.1,1,795,Allura Clarity,Plane A,11,7.03,,Inherent filtration measured in lab U104 - 2018-04-12
109,4.4,0.4,1,795,Allura Clarity,Plane A,11,9.22,,Inherent filtration measured in lab U104 - 2018-04-12
109,4.4,0.9,1,795,Allura Clarity,Plane A,11,10.76,,Inherent filtration measured in lab U104 - 2018-04-12
110,4.4,0,0,795,Allura Clarity,Plane A,11,5.12,0.709,Inherent filtration measured in lab U104 - 2018-04-12
110,4.4,0.1,1,795,Allura Clarity,Plane A,11,7.08,0.814,Inherent filtration measured in lab U104 - 2018-04-12
110,4.4,0.4,1,795,Allura Clarity,Plane A,11,9.27,0.908,Inherent filtration measured in lab U104 - 2018-04-12
110,4.4,0.9,1,795,Allura Clarity,Plane A,11,10.8,0.951,Inherent filtration measured in lab U104 - 2018-04-12
111,4.4,0,0,795,Allura Clarity,Plane A,11,5.168,,Inherent filtration measured in lab U104 - 2018-04-12
111,4.4,0.1,1,795,Allura Clarity,Plane A,11,7.132,,Inherent filtration measured in lab U104 - 2018-04-12
111,4.4,0.4,1,795,Allura Clarity,Plane A,11,9.324,,Inherent filtration measured in lab U104 - 2018-04-12
111,4.4,0.9,1,795,Allura Clarity,Plane A,11,10.86,,Inherent filtration measured in lab U104 - 2018-04-12
112,4.4,0,0,795,Allura Clarity,Plane A,11,5.216,,Inherent filtration measured in lab U104 - 2018-04-12
112,4.4,0.1,1,795,Allura Clarity,Plane A,11,7.184,,Inherent filtration measured in lab U104 - 2018-04-12
112,4.4,0.4,1,795,Allura Clarity,Plane A,11,9.378,,Inherent filtration measured in lab U104 - 2018-04-12
112,4.4,0.9,1,795,Allura Clarity,Plane A,11,10.92,,Inherent filtration measured in lab U104 - 2018-04-12
113,4.4,0,0,795,Allura Clarity,Plane A,11,5.264,,Inherent filtration measured in lab U104 - 2018-04-12
113,4.4,0.1,1,795,Allura Clarity,Plane A,11,7.236,,Inherent filtration measured in lab U104 - 2018-04-12
113,4.4,0.4,1,795,Allura Clarity,Plane A,11,9.432,,Inherent filtration measured in lab U104 - 2018-04-12
113,4.4,0.9,1,795,Allura Clarity,Plane A,11,10.98,,Inherent filtration measured in lab U104 - 2018-04-12
114,4.4,0,0,795,Allura Clarity,Plane A,11,5.312,,Inherent filtration measured in lab U104 - 2018-04-12
114,4.4,0.1,1,795,Allura Clarity,Plane A,11,7.288,,Inherent filtration measured in lab U104 - 2018-04-12
114,4.4,0.4,1,795,Allura Clarity,Plane A,11,9.486,,Inherent filtration measured in lab U104 - 2018-04-12
114,4.4,0.9,1,795,Allura Clarity,Plane A,11,11.04,,Inherent filtration measured in lab U104 - 2018-04-12
115,4.4,0,0,795,Allura Clarity,Plane A,11,5.36,0.709,Inherent filtration measured in lab U104 - 2018-04-12
115,4.4,0.1,1,795,Allura Clarity,Plane A,11,7.34,0.815,Inherent filtration measured in lab U104 - 2018-04-12
115,4.4,0.4,1,795,Allura Clarity,Plane A,11,9.54,0.908,Inherent filtration measured in lab U104 - 2018-04-12
115,4.4,0.9,1,795,Allura Clarity,Plane A,11,11.1,0.951,Inherent filtration measured in lab U104 - 2018-04-12
116,4.4,0,0,795,Allura Clarity,Plane A,11,5.402,,Inherent filtration measured in lab U104 - 2018-04-12
116,4.4,0.1,1,795,Allura Clarity,Plane A,11,7.386,,Inherent filtration measured in lab U104 - 2018-04-12
116,4.4,0.4,1,795,Allura Clarity,Plane A,11,9.584,,Inherent filtration measured in lab U104 - 2018-04-12
116,4.4,0.9,1,795,Allura Clarity,Plane A,11,11.14,,Inherent filtration measured in lab U104 - 2018-04-12
117,4.4,0,0,795,Allura Clarity,Plane A,11,5.444,,Inherent filtration measured in lab U104 - 2018-04-12
117,4.4,0.1,1,795,Allura Clarity,Plane A,11,7.432,,Inherent filtration measured in lab U104 - 2018-04-12
117,4.4,0.4,1,795,Allura Clarity,Plane A,11,9.628,,Inherent filtration measured in lab U104 - 2018-04-12
117,4.4,0.9,1,795,Allura Clarity,Plane A,11,11.18,,Inherent filtration measured in lab U104 - 2018-04-12
118,4.4,0,0,795,Allura Clarity,Plane A,11,5.486,,Inherent filtration measured in lab U104 - 2018-04-12
118,4.4,0.1,1,795,Allura Clarity,Plane A,11,7.478,,Inherent filtration measured in lab U104 - 2018-04-12
118,4.4,0.4,1,795,Allura Clarity,Plane A,11,9.672,,Inherent filtration measured in lab U104 - 2018-04-12
118,4.4,0.9,1,795,Allura Clarity,Plane A,11,11.22,,Inherent filtration measured in lab U104 - 2018-04-12
119,4.4,0,0,795,Allura Clarity,Plane A,11,5.528,,Inherent filtration measured in lab U104 - 2018-04-12
119,4.4,0.1,1,795,Allura Clarity,Plane A,11,7.524,,Inherent filtration measured in lab U104 - 2018-04-12
119,4.4,0.4,1,795,Allura Clarity,Plane A,11,9.716,,Inherent filtration measured in lab U104 - 2018-04-12
119,4.4,0.9,1,795,Allura Clarity,Plane A,11,11.26,,Inherent filtration measured in lab U104 - 2018-04-12
120,4.4,0,0,795,Allura Clarity,Plane A,11,5.57,0.71,Inherent filtration measured in lab U104 - 2018-04-12
120,4.4,0.1,1,795,Allura Clarity,Plane A,11,7.57,0.816,Inherent filtration measured in lab U104 - 2018-04-12
120,4.4,0.4,1,795,Allura Clarity,Plane A,11,9.76,0.908,Inherent filtration measured in lab U104 - 2018-04-12
120,4.4,0.9,1,795,Allura Clarity,Plane A,11,11.3,0.949,Inherent filtration measured in lab U104 - 2018-04-12
121,4.4,0,0,795,Allura Clarity,Plane A,11,5.616,,Inherent filtration measured in lab U104 - 2018-04-12
121,4.4,0.1,1,795,Allura Clarity,Plane A,11,7.618,,Inherent filtration measured in lab U104 - 2018-04-12
121,4.4,0.4,1,795,Allura Clarity,Plane A,11,9.808,,Inherent filtration measured in lab U104 - 2018-04-12
121,4.4,0.9,1,795,Allura Clarity,Plane A,11,11.36,,Inherent filtration measured in lab U104 - 2018-04-12
122,4.4,0,0,795,Allura Clarity,Plane A,11,5.662,,Inherent filtration measured in lab U104 - 2018-04-12
122,4.4,0.1,1,795,Allura Clarity,Plane A,11,7.666,,Inherent filtration measured in lab U104 - 2018-04-12
122,4.4,0.4,1,795,Allura Clarity,Plane A,11,9.856,,Inherent filtration measured in lab U104 - 2018-04-12
122,4.4,0.9,1,795,Allura Clarity,Plane A,11,11.42,,Inherent filtration measured in lab U104 - 2018-04-12
123,4.4,0,0,795,Allura Clarity,Plane A,11,5.708,,Inherent filtration measured in lab U104 - 2018-04-12
123,4.4,0.1,1,795,Allura Clarity,Plane A,11,7.714,,Inherent filtration measured in lab U104 - 2018-04-12
123,4.4,0.4,1,795,Allura Clarity,Plane A,11,9.904,,Inherent filtration measured in lab U104 - 2018-04-12
123,4.4,0.9,1,795,Allura Clarity,Plane A,11,11.48,,Inherent filtration measured in lab U104 - 2018-04-12
124,4.4,0,0,795,Allura Clarity,Plane A,11,5.754,,Inherent filtration measured in lab U104 - 2018-04-12
124,4.4,0.1,1,795,Allura Clarity,Plane A,11,7.762,,Inherent filtration measured in lab U104 - 2018-04-12
124,4.4,0.4,1,795,Allura Clarity,Plane A,11,9.952,,Inherent filtration measured in lab U104 - 2018-04-12
124,4.4,0.9,1,795,Allura Clarity,Plane A,11,11.54,,Inherent filtration measured in lab U104 - 2018-04-12
125,4.4,0,0,795,Allura Clarity,Plane A,11,5.8,0.711,Inherent filtration measured in lab U104 - 2018-04-12
125,4.4,0.1,1,795,Allura Clarity,Plane A,11,7.81,0.818,Inherent filtration measured in lab U104 - 2018-04-12
125,4.4,0.4,1,795,Allura Clarity,Plane A,11,10,0.908,Inherent filtration measured in lab U104 - 2018-04-12
125,4.4,0.9,1,795,Allura Clarity,Plane A,11,11.6,0.949,Inherent filtration measured in lab U104 - 2018-04-12
50,3.1,0,0,750,Allura Clarity,Plane B,11,1.97,0.775,Inherent filtration measured in lab U104 - 2018-04-12
50,3.1,0.1,1,750,Allura Clarity,Plane B,11,3.07,0.866,Inherent filtration measured in lab U104 - 2018-04-12
50,3.1,0.4,1,750,Allura Clarity,Plane B,11,4.31,0.939,Inherent filtration measured in lab U104 - 2018-04-12
50,3.1,0.9,1,750,Allura Clarity,Plane B,11,5.18,0.973,Inherent filtration measured in lab U104 - 2018-04-12
51,3.1,0,0,750,Allura Clarity,Plane B,11,2.008,,Inherent filtration measured in lab U104 - 2018-04-12
51,3.1,0.1,1,750,Allura Clarity,Plane B,11,3.14,,Inherent filtration measured in lab U104 - 2018-04-12
51,3.1,0.4,1,750,Allura Clarity,Plane B,11,4.42,,Inherent filtration measured in lab U104 - 2018-04-12
51,3.1,0.9,1,750,Allura Clarity,Plane B,11,5.322,,Inherent filtration measured in lab U104 - 2018-04-12
52,3.1,0,0,750,Allura Clarity,Plane B,11,2.046,,Inherent filtration measured in lab U104 - 2018-04-12
52,3.1,0.1,1,750,Allura Clarity,Plane B,11,3.21,,Inherent filtration measured in lab U104 - 2018-04-12
52,3.1,0.4,1,750,Allura Clarity,Plane B,11,4.53,,Inherent filtration measured in lab U104 - 2018-04-12
52,3.1,0.9,1,750,Allura Clarity,Plane B,11,5.464,,Inherent filtration measured in lab U104 - 2018-04-12
53,3.1,0,0,750,Allura Clarity,Plane B,11,2.084,,Inherent filtration measured in lab U104 - 2018-04-12
53,3.1,0.1,1,750,Allura Clarity,Plane B,11,3.28,,Inherent filtration measured in lab U104 - 2018-04-12
53,3.1,0.4,1,750,Allura Clarity,Plane B,11,4.64,,Inherent filtration measured in lab U104 - 2018-04-12
53,3.1,0.9,1,750,Allura Clarity,Plane B,11,5.606,,Inherent filtration measured in lab U104 - 2018-04-12
54,3.1,0,0,750,Allura Clarity,Plane B,11,2.122,,Inherent filtration measured in lab U104 - 2018-04-12
54,3.1,0.1,1,750,Allura Clarity,Plane B,11,3.35,,Inherent filtration measured in lab U104 - 2018-04-12
54,3.1,0.4,1,750,Allura Clarity,Plane B,11,4.75,,Inherent filtration measured in lab U104 - 2018-04-12
54,3.1,0.9,1,750,Allura Clarity,Plane B,11,5.748,,Inherent filtration measured in lab U104 - 2018-04-12
55,3.1,0,0,750,Allura Clarity,Plane B,11,2.16,0.757,Inherent filtration measured in lab U104 - 2018-04-12
55,3.1,0.1,1,750,Allura Clarity,Plane B,11,3.42,0.851,Inherent filtration measured in lab U104 - 2018-04-12
55,3.1,0.4,1,750,Allura Clarity,Plane B,11,4.86,0.929,Inherent filtration measured in lab U104 - 2018-04-12
55,3.1,0.9,1,750,Allura Clarity,Plane B,11,5.89,0.968,Inherent filtration measured in lab U104 - 2018-04-12
56,3.1,0,0,750,Allura Clarity,Plane B,11,2.198,,Inherent filtration measured in lab U104 - 2018-04-12
56,3.1,0.1,1,750,Allura Clarity,Plane B,11,3.484,,Inherent filtration measured in lab U104 - 2018-04-12
56,3.1,0.4,1,750,Allura Clarity,Plane B,11,4.96,,Inherent filtration measured in lab U104 - 2018-04-12
56,3.1,0.9,1,750,Allura Clarity,Plane B,11,6.022,,Inherent filtration measured in lab U104 - 2018-04-12
57,3.1,0,0,750,Allura Clarity,Plane B,11,2.236,,Inherent filtration measured in lab U104 - 2018-04-12
57,3.1,0.1,1,750,Allura Clarity,Plane B,11,3.548,,Inherent filtration measured in lab U104 - 2018-04-12
57,3.1,0.4,1,750,Allura Clarity,Plane B,11,5.06,,Inherent filtration measured in lab U104 - 2018-04-12
57,3.1,0.9,1,750,Allura Clarity,Plane B,11,6.154,,Inherent filtration measured in lab U104 - 2018-04-12
58,3.1,0,0,750,Allura Clarity,Plane B,11,2.274,,Inherent filtration measured in lab U104 - 2018-04-12
58,3.1,0.1,1,750,Allura Clarity,Plane B,11,3.612,,Inherent filtration measured in lab U104 - 2018-04-12
58,3.1,0.4,1,750,Allura Clarity,Plane B,11,5.16,,Inherent filtration measured in lab U104 - 2018-04-12
58,3.1,0.9,1,750,Allura Clarity,Plane B,11,6.286,,Inherent filtration measured in lab U104 - 2018-04-12
59,3.1,0,0,750,Allura Clarity,Plane B,11,2.312,,Inherent filtration measured in lab U104 - 2018-04-12
59,3.1,0.1,1,750,Allura Clarity,Plane B,11,3.676,,Inherent filtration measured in lab U104 - 2018-04-12
59,3.1,0.4,1,750,Allura Clarity,Plane B,11,5.26,,Inherent filtration measured in lab U104 - 2018-04-12
59,3.1,0.9,1,750,Allura Clarity,Plane B,11,6.418,,Inherent filtration measured in lab U104 - 2018-04-12
60,3.1,0,0,750,Allura Clarity,Plane B,11,2.35,0.74,Inherent filtration measured in lab U104 - 2018-04-12
60,3.1,0.1,1,750,Allura Clarity,Plane B,11,3.74,0.838,Inherent filtration measured in lab U104 - 2018-04-12
60,3.1,0.4,1,750,Allura Clarity,Plane B,11,5.36,0.922,Inherent filtration measured in lab U104 - 2018-04-12
60,3.1,0.9,1,750,Allura Clarity,Plane B,11,6.55,0.963,Inherent filtration measured in lab U104 - 2018-04-12
61,3.1,0,0,750,Allura Clarity,Plane B,11,2.384,,Inherent filtration measured in lab U104 - 2018-04-12
61,3.1,0.1,1,750,Allura Clarity,Plane B,11,3.8,,Inherent filtration measured in lab U104 - 2018-04-12
61,3.1,0.4,1,750,Allura Clarity,Plane B,11,5.456,,Inherent filtration measured in lab U104 - 2018-04-12
61,3.1,0.9,1,750,Allura Clarity,Plane B,11,6.672,,Inherent filtration measured in lab U104 - 2018-04-12
62,3.1,0,0,750,Allura Clarity,Plane B,11,2.418,,Inherent filtration measured in lab U104 - 2018-04-12
62,3.1,0.1,1,750,Allura Clarity,Plane B,11,3.86,,Inherent filtration measured in lab U104 - 2018-04-12
62,3.1,0.4,1,750,Allura Clarity,Plane B,11,5.552,,Inherent filtration measured in lab U104 - 2018-04-12
62,3.1,0.9,1,750,Allura Clarity,Plane B,11,6.794,,Inherent filtration measured in lab U104 - 2018-04-12
63,3.1,0,0,750,Allura Clarity,Plane B,11,2.452,,Inherent filtration measured in lab U104 - 2018-04-12
63,3.1,0.1,1,750,Allura Clarity,Plane B,11,3.92,,Inherent filtration measured in lab U104 - 2018-04-12
63,3.1,0.4,1,750,Allura Clarity,Plane B,11,5.648,,Inherent filtration measured in lab U104 - 2018-04-12
63,3.1,0.9,1,750,Allura Clarity,Plane B,11,6.916,,Inherent filtration measured in lab U104 - 2018-04-12
64,3.1,0,0,750,Allura Clarity,Plane B,11,2.486,,Inherent filtration measured in lab U104 - 2018-04-12
64,3.1,0.1,1,750,Allura Clarity,Plane B,11,3.98,,Inherent filtration measured in lab U104 - 2018-04-12
64,3.1,0.4,1,750,Allura Clarity,Plane B,11,5.744,,Inherent filtration measured in lab U104 - 2018-04-12
64,3.1,0.9,1,750,Allura Clarity,Plane B,11,7.038,,Inherent filtration measured in lab U104 - 2018-04-12
65,3.1,0,0,750,Allura Clarity,Plane B,11,2.52,0.726,Inherent filtration measured in lab U104 - 2018-04-12
65,3.1,0.1,1,750,Allura Clarity,Plane B,11,4.04,0.827,Inherent filtration measured in lab U104 - 2018-04-12
65,3.1,0.4,1,750,Allura Clarity,Plane B,11,5.84,0.915,Inherent filtration measured in lab U104 - 2018-04-12
65,3.1,0.9,1,750,Allura Clarity,Plane B,11,7.16,0.96,Inherent filtration measured in lab U104 - 2018-04-12
66,3.1,0,0,750,Allura Clarity,Plane B,11,2.556,,Inherent filtration measured in lab U104 - 2018-04-12
66,3.1,0.1,1,750,Allura Clarity,Plane B,11,4.1,,Inherent filtration measured in lab U104 - 2018-04-12
66,3.1,0.4,1,750,Allura Clarity,Plane B,11,5.93,,Inherent filtration measured in lab U104 - 2018-04-12
66,3.1,0.9,1,750,Allura Clarity,Plane B,11,7.272,,Inherent filtration measured in lab U104 - 2018-04-12
67,3.1,0,0,750,Allura Clarity,Plane B,11,2.592,,Inherent filtration measured in lab U104 - 2018-04-12
67,3.1,0.1,1,750,Allura Clarity,Plane B,11,4.16,,Inherent filtration measured in lab U104 - 2018-04-12
67,3.1,0.4,1,750,Allura Clarity,Plane B,11,6.02,,Inherent filtration measured in lab U104 - 2018-04-12
67,3.1,0.9,1,750,Allura Clarity,Plane B,11,7.384,,Inherent filtration measured in lab U104 - 2018-04-12
68,3.1,0,0,750,Allura Clarity,Plane B,11,2.628,,Inherent filtration measured in lab U104 - 2018-04-12
68,3.1,0.1,1,750,Allura Clarity,Plane B,11,4.22,,Inherent filtration measured in lab U104 - 2018-04-12
68,3.1,0.4,1,750,Allura Clarity,Plane B,11,6.11,,Inherent filtration measured in lab U104 - 2018-04-12
68,3.1,0.9,1,750,Allura Clarity,Plane B,11,7.496,,Inherent filtration measured in lab U104 - 2018-04-12
69,3.1,0,0,750,Allura Clarity,Plane B,11,2.664,,Inherent filtration measured in lab U104 - 2018-04-12
69,3.1,0.1,1,750,Allura Clarity,Plane B,11,4.28,,Inherent filtration measured in lab U104 - 2018-04-12
69,3.1,0.4,1,750,Allura Clarity,Plane B,11,6.2,,Inherent filtration measured in lab U104 - 2018-04-12
69,3.1,0.9,1,750,Allura Clarity,Plane B,11,7.608,,Inherent filtration measured in lab U104 - 2018-04-12
70,3.1,0,0,750,Allura Clarity,Plane B,11,2.7,0.714,Inherent filtration measured in lab U104 - 2018-04-12
70,3.1,0.1,1,750,Allura Clarity,Plane B,11,4.34,0.817,Inherent filtration measured in lab U104 - 2018-04-12
70,3.1,0.4,1,750,Allura Clarity,Plane B,11,6.29,0.909,Inherent filtration measured in lab U104 - 2018-04-12
70,3.1,0.9,1,750,Allura Clarity,Plane B,11,7.72,0.957,Inherent filtration measured in lab U104 - 2018-04-12
71,3.1,0,0,750,Allura Clarity,Plane B,11,2.736,,Inherent filtration measured in lab U104 - 2018-04-12
71,3.1,0.1,1,750,Allura Clarity,Plane B,11,4.402,,Inherent filtration measured in lab U104 - 2018-04-12
71,3.1,0.4,1,750,Allura Clarity,Plane B,11,6.38,,Inherent filtration measured in lab U104 - 2018-04-12
71,3.1,0.9,1,750,Allura Clarity,Plane B,11,7.83,,Inherent filtration measured in lab U104 - 2018-04-12
72,3.1,0,0,750,Allura Clarity,Plane B,11,2.772,,Inherent filtration measured in lab U104 - 2018-04-12
72,3.1,0.1,1,750,Allura Clarity,Plane B,11,4.464,,Inherent filtration measured in lab U104 - 2018-04-12
72,3.1,0.4,1,750,Allura Clarity,Plane B,11,6.47,,Inherent filtration measured in lab U104 - 2018-04-12
72,3.1,0.9,1,750,Allura Clarity,Plane B,11,7.94,,Inherent filtration measured in lab U104 - 2018-04-12
73,3.1,0,0,750,Allura Clarity,Plane B,11,2.808,,Inherent filtration measured in lab U104 - 2018-04-12
73,3.1,0.1,1,750,Allura Clarity,Plane B,11,4.526,,Inherent filtration measured in lab U104 - 2018-04-12
73,3.1,0.4,1,750,Allura Clarity,Plane B,11,6.56,,Inherent filtration measured in lab U104 - 2018-04-12
73,3.1,0.9,1,750,Allura Clarity,Plane B,11,8.05,,Inherent filtration measured in lab U104 - 2018-04-12
74,3.1,0,0,750,Allura Clarity,Plane B,11,2.844,,Inherent filtration measured in lab U104 - 2018-04-12
74,3.1,0.1,1,750,Allura Clarity,Plane B,11,4.588,,Inherent filtration measured in lab U104 - 2018-04-12
74,3.1,0.4,1,750,Allura Clarity,Plane B,11,6.65,,Inherent filtration measured in lab U104 - 2018-04-12
74,3.1,0.9,1,750,Allura Clarity,Plane B,11,8.16,,Inherent filtration measured in lab U104 - 2018-04-12
75,3.1,0,0,750,Allura Clarity,Plane B,11,2.88,0.701,Inherent filtration measured in lab U104 - 2018-04-12
75,3.1,0.1,1,750,Allura Clarity,Plane B,11,4.65,0.808,Inherent filtration measured in lab U104 - 2018-04-12
75,3.1,0.4,1,750,Allura Clarity,Plane B,11,6.74,0.905,Inherent filtration measured in lab U104 - 2018-04-12
75,3.1,0.9,1,750,Allura Clarity,Plane B,11,8.27,0.955,Inherent filtration measured in lab U104 - 2018-04-12
76,3.1,0,0,750,Allura Clarity,Plane B,11,2.918,,Inherent filtration measured in lab U104 - 2018-04-12
76,3.1,0.1,1,750,Allura Clarity,Plane B,11,4.712,,Inherent filtration measured in lab U104 - 2018-04-12
76,3.1,0.4,1,750,Allura Clarity,Plane B,11,6.826,,Inherent filtration measured in lab U104 - 2018-04-12
76,3.1,0.9,1,750,Allura Clarity,Plane B,11,8.364,,Inherent filtration measured in lab U104 - 2018-04-12
77,3.1,0,0,750,Allura Clarity,Plane B,11,2.956,,Inherent filtration measured in lab U104 - 2018-04-12
77,3.1,0.1,1,750,Allura Clarity,Plane B,11,4.774,,Inherent filtration measured in lab U104 - 2018-04-12
77,3.1,0.4,1,750,Allura Clarity,Plane B,11,6.912,,Inherent filtration measured in lab U104 - 2018-04-12
77,3.1,0.9,1,750,Allura Clarity,Plane B,11,8.458,,Inherent filtration measured in lab U104 - 2018-04-12
78,3.1,0,0,750,Allura Clarity,Plane B,11,2.994,,Inherent filtration measured in lab U104 - 2018-04-12
78,3.1,0.1,1,750,Allura Clarity,Plane B,11,4.836,,Inherent filtration measured in lab U104 - 2018-04-12
78,3.1,0.4,1,750,Allura Clarity,Plane B,11,6.998,,Inherent filtration measured in lab U104 - 2018-04-12
78,3.1,0.9,1,750,Allura Clarity,Plane B,11,8.552,,Inherent filtration measured in lab U104 - 2018-04-12
79,3.1,0,0,750,Allura Clarity,Plane B,11,3.032,,Inherent filtration measured in lab U104 - 2018-04-12
79,3.1,0.1,1,750,Allura Clarity,Plane B,11,4.898,,Inherent filtration measured in lab U104 - 2018-04-12
79,3.1,0.4,1,750,Allura Clarity,Plane B,11,7.084,,Inherent filtration measured in lab U104 - 2018-04-12
79,3.1,0.9,1,750,Allura Clarity,Plane B,11,8.646,,Inherent filtration measured in lab U104 - 2018-04-12
80,3.1,0,0,750,Allura Clarity,Plane B,11,3.07,0.69,Inherent filtration measured in lab U104 - 2018-04-12
80,3.1,0.1,1,750,Allura Clarity,Plane B,11,4.96,0.801,Inherent filtration measured in lab U104 - 2018-04-12
80,3.1,0.4,1,750,Allura Clarity,Plane B,11,7.17,0.903,Inherent filtration measured in lab U104 - 2018-04-12
80,3.1,0.9,1,750,Allura Clarity,Plane B,11,8.74,0.954,Inherent filtration measured in lab U104 - 2018-04-12
81,3.1,0,0,750,Allura Clarity,Plane B,11,3.11,,Inherent filtration measured in lab U104 - 2018-04-12
81,3.1,0.1,1,750,Allura Clarity,Plane B,11,5.022,,Inherent filtration measured in lab U104 - 2018-04-12
81,3.1,0.4,1,750,Allura Clarity,Plane B,11,7.248,,Inherent filtration measured in lab U104 - 2018-04-12
81,3.1,0.9,1,750,Allura Clarity,Plane B,11,8.826,,Inherent filtration measured in lab U104 - 2018-04-12
82,3.1,0,0,750,Allura Clarity,Plane B,11,3.15,,Inherent filtration measured in lab U104 - 2018-04-12
82,3.1,0.1,1,750,Allura Clarity,Plane B,11,5.084,,Inherent filtration measured in lab U104 - 2018-04-12
82,3.1,0.4,1,750,Allura Clarity,Plane B,11,7.326,,Inherent filtration measured in lab U104 - 2018-04-12
82,3.1,0.9,1,750,Allura Clarity,Plane B,11,8.912,,Inherent filtration measured in lab U104 - 2018-04-12
83,3.1,0,0,750,Allura Clarity,Plane B,11,3.19,,Inherent filtration measured in lab U104 - 2018-04-12
83,3.1,0.1,1,750,Allura Clarity,Plane B,11,5.146,,Inherent filtration measured in lab U104 - 2018-04-12
