,kVp_kV,InherentFiltration_mmAl,AddedFiltration_mmCu,AddedFiltration_mmAl,AddedFiltration_mmAir,DeviceModel,AcquisitionPlane,AnodeAngle_deg,HVL_mmAl,LabName,MeasurementDate
166,45.0,4.4,0.4,1,795,Allura Clarity,Plane A,11,3.7603305700429535,U104,20180412
167,45.0,4.4,0.9,1,795,Allura Clarity,Plane A,11,4.405764417176289,U104,20180412
168,46.0,4.4,0.0,0,795,Allura Clarity,Plane A,11,2.163209204505838,U104,20180412
169,46.0,4.4,0.1,0,795,Allura Clarity,Plane A,11,2.81378151261223,U104,20180412
170,46.0,4.4,0.4,0,795,Allura Clarity,Plane A,11,3.8247944913993073,U104,20180412
171,46.0,4.4,0.9,0,795,Allura Clarity,Plane A,11,4.537451493670375,U104,20180412
172,46.0,4.4,0.0,1,795,Allura Clarity,Plane A,11,2.382408789243464,U104,20180412
173,46.0,4.4,0.1,1,795,Allura Clarity,Plane A,11,2.9544874480204006,U104,20180412
174,46.0,4.4,0.4,1,795,Allura Clarity,Plane A,11,3.883640387305789,U104,20180412
175,46.0,4.4,0.9,1,795,Allura Clarity,Plane A,11,4.562338880505629,U104,20180412
176,47.0,4.4,0.0,0,795,Allura Clarity,Plane A,11,2.2159408310470288,U104,20180412
177,47.0,4.4,0.1,0,795,Allura Clarity,Plane A,11,2.8902727048440306,U104,20180412
178,47.0,4.4,0.4,0,795,Allura Clarity,Plane A,11,3.9439269292614676,U104,20180412
179,47.0,4.4,0.9,0,795,Allura Clarity,Plane A,11,4.690715312996645,U104,20180412
180,47.0,4.4,0.0,1,795,Allura Clarity,Plane A,11,2.442437922583287,U104,20180412
181,47.0,4.4,0.1,1,795,Allura Clarity,Plane A,11,3.0362651967183694,U104,20180412
182,47.0,4.4,0.4,1,795,Allura Clarity,Plane A,11,4.005360527887966,U104,20180412
183,47.0,4.4,0.9,1,795,Allura Clarity,Plane A,11,4.716818520912758,U104,20180412
184,48.0,4.4,0.0,0,795,Allura Clarity,Plane A,11,2.267960198731931,U104,20180412
185,48.0,4.4,0.1,0,795,Allura Clarity,Plane A,11,2.9656955451200853,U104,20180412
186,48.0,4.4,0.4,0,795,Allura Clarity,Plane A,11,4.061316747943982,U104,20180412
187,48.0,4.4,0.9,0,795,Allura Clarity,Plane A,11,4.8415581069613856,U104,20180412
188,48.0,4.4,0.0,1,795,Allura Clarity,Plane A,11,2.5016322043198413,U104,20180412
189,48.0,4.4,0.1,1,795,Allura Clarity,Plane A,11,3.116887878304716,U104,20180412
190,48.0,4.4,0.4,1,795,Allura Clarity,Plane A,11,4.125284557095702,U104,20180412
191,48.0,4.4,0.9,1,795,Allura Clarity,Plane A,11,4.8688416987018845,U104,20180412
192,49.0,4.4,0.0,0,795,Allura Clarity,Plane A,11,2.319275189281995,U104,20180412
193,49.0,4.4,0.1,0,795,Allura Clarity,Plane A,11,3.0400324838134463,U104,20180412
194,49.0,4.4,0.4,0,795,Allura Clarity,Plane A,11,4.1769109014413,U104,20180412
195,49.0,4.4,0.9,0,795,Allura Clarity,Plane A,11,4.9899912810990665,U104,20180412
196,49.0,4.4,0.0,1,795,Allura Clarity,Plane A,11,2.559993737991098,U104,20180412
