,kVp_kV,InherentFiltration_mmAl,AddedFiltration_mmCu,AddedFiltration_mmAl,AddedFiltration_mmAir,DeviceModel,AcquisitionPlane,AnodeAngle_deg,HVL_mmAl,LabName,MeasurementDate
126,46.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,2.1245360485869376,U106,20180328
127,46.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,2.7939447591929096,U106,20180328
128,46.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,3.243013596750717,U106,20180328
129,46.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,3.5698518785160243,U106,20180328
130,46.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,4.184262166982203,U106,20180328
131,46.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,4.538116675881113,U106,20180328
132,47.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,2.1770802916166123,U106,20180328
133,47.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,2.8704736787749447,U106,20180328
134,47.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,3.337385929755254,U106,20180328
135,47.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,3.678068749305342,U106,20180328
136,47.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,4.320440015045753,U106,20180328
137,47.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,4.691601687837504,U106,20180328
138,48.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,2.2290025795582133,U106,20180328
139,48.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,2.9460034316717625,U106,20180328
140,48.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,3.4304773536278397,U106,20180328
141,48.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,3.7847743769127287,U106,20180328
142,48.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,4.454583291920254,U106,20180328
143,48.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,4.842679851487217,U106,20180328
144,49.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,2.280309643319979,U106,20180328
145,49.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,3.0205159227690506,U106,20180328
146,49.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,3.5222494053766495,U106,20180328
147,49.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,3.889918844498945,U106,20180328
148,49.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,4.586648908680523,U106,20180328
149,49.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,4.991363716917083,U106,20180328
150,50.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,2.3310234188851964,U106,20180328
151,50.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,3.0940116396841577,U106,20180328
152,50.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,3.6126781380293926,U106,20180328
153,50.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,3.9934638566126806,U106,20180328
154,50.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,4.716629314483048,U106,20180328
155,50.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,5.137751033102448,U106,20180328
156,51.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,2.381383169612535,U106,20180328
157,51.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,3.166750382468678,U106,20180328
158,51.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,3.702053038322678,U106,20180328
159,51.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,4.095726784858662,U106,20180328
160,51.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,4.8449022830136315,U106,20180328
161,51.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,5.2822500186578205,U106,20180328
162,52.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,2.431257918208549,U106,20180328
163,52.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,3.2386135164002394,U106,20180328
164,52.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,3.7902370342121787,U106,20180328
165,52.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,4.196549986395208,U106,20180328
166,52.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,4.971274331390666,U106,20180328
167,52.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,5.4246388276977235,U106,20180328
168,53.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,2.480698274160616,U106,20180328
169,53.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,3.3096934846503747,U106,20180328
170,53.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,3.8773629267988095,U106,20180328
171,53.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,4.296099157017295,U106,20180328
172,53.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,5.0959512158667595,U106,20180328
173,53.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,5.565091578183218,U106,20180328
174,54.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,2.529742778050596,U106,20180328
175,54.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,3.3800445120745444,U106,20180328
176,54.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,3.963496493925033,U106,20180328
177,54.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,4.394448144837858,U106,20180328
178,54.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,5.219020018160908,U106,20180328
179,54.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,5.703702355985752,U106,20180328
180,55.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,2.5784216377346754,U106,20180328
181,55.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,3.4497061566278164,U106,20180328
182,55.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,4.048682422982981,U106,20180328
183,55.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,4.491645491077939,U106,20180328
184,55.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,5.340541292285506,U106,20180328
185,55.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,5.840547026264522,U106,20180328
186,56.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,2.6267604622629936,U106,20180328
187,56.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,3.518705967925978,U106,20180328
188,56.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,4.132943708351073,U106,20180328
189,56.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,4.58770630721154,U106,20180328
190,56.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,5.4604940925851,U106,20180328
191,56.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,5.975557719691005,U106,20180328
192,57.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,2.6747687310119677,U106,20180328
193,57.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,3.58704453442562,U106,20180328
194,57.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,4.216267231445464,U106,20180328
195,57.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,4.682600029336757,U106,20180328
196,57.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,5.578776625693677,U106,20180328
197,57.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,6.108542830157052,U106,20180328
198,58.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,2.72247070435925,U106,20180328
199,58.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,3.654735708947232,U106,20180328
200,58.0,4.1,0.2,0,770,AXIOM-Artis,Single Plane,8,4.298651033819598,U106,20180328
201,58.0,4.1,0.3,0,770,AXIOM-Artis,Single Plane,8,4.776306678908895,U106,20180328
202,58.0,4.1,0.6,0,770,AXIOM-Artis,Single Plane,8,5.695310301189223,U106,20180328
203,58.0,4.1,0.9,0,770,AXIOM-Artis,Single Plane,8,6.239365756207026,U106,20180328
204,59.0,4.1,0.0,0,770,AXIOM-Artis,Single Plane,8,2.769874384173819,U106,20180328
205,59.0,4.1,0.1,0,770,AXIOM-Artis,Single Plane,8,3.7217839483247954,U106,20180328
