kvp_kv,filtration_inherent_mmal,filtration_added_mmcu,filtration_added_mmal,anode_angle_deg,hvl_mmal
26,3.9000000000000017,0.9,1,11,1.425826569795518
26,4.000000000000002,0.0,0,11,0.9172075616034192
26,4.000000000000002,0.1,0,11,1.0941822087578783
26,4.000000000000002,0.4,0,11,1.308671788462514
26,4.000000000000002,0.9,0,11,1.4225468067511409
26,4.000000000000002,0.0,1,11,0.98546609036537
26,4.000000000000002,0.1,1,11,1.130647900430253
26,4.000000000000002,0.4,1,11,1.320212587241981
26,4.000000000000002,0.9,1,11,1.4261803424697128
26,4.100000000000001,0.0,0,11,0.9248241259965754
26,4.100000000000001,0.1,0,11,1.0981143111613052
26,4.100000000000001,0.4,0,11,1.3098725893241991
26,4.100000000000001,0.9,0,11,1.4229199250529723
26,4.100000000000001,0.0,1,11,0.9914459828208618
26,4.100000000000001,0.1,1,11,1.1339757933215904
26,4.100000000000001,0.4,1,11,1.3213120310015856
26,4.100000000000001,0.9,1,11,1.4265320409017122
26,4.200000000000002,0.0,0,11,0.9322450519377526
26,4.200000000000002,0.1,0,11,1.1019781508022395
26,4.200000000000002,0.4,0,11,1.3110626331422084
26,4.200000000000002,0.9,0,11,1.423290831872898
26,4.200000000000002,0.0,1,11,0.9972945378174393
26,4.200000000000002,0.1,1,11,1.1372516911723975
26,4.200000000000002,0.4,1,11,1.322402051820226
26,4.200000000000002,0.9,1,11,1.4268816796280928
26,4.3000000000000025,0.0,0,11,0.9394786026770169
26,4.3000000000000025,0.1,0,11,1.1057756590701249
26,4.3000000000000025,0.4,0,11,1.3122420651648798
26,4.3000000000000025,0.9,0,11,1.4236595430520516
26,4.3000000000000025,0.0,1,11,1.0030164669590487
26,4.3000000000000025,0.1,1,11,1.1404769059453879
26,4.3000000000000025,0.4,1,11,1.3234827697899751
26,4.3000000000000025,0.9,1,11,1.4272292730495872
26,4.400000000000002,0.0,0,11,0.9465325458154494
26,4.400000000000002,0.1,0,11,1.1095086900364113
26,4.400000000000002,0.4,0,11,1.3134110278306073
26,4.400000000000002,0.9,0,11,1.424026074278953
26,4.400000000000002,0.0,1,11,1.0086162069952003
26,4.400000000000002,0.1,1,11,1.143652702921284
26,4.400000000000002,0.4,1,11,1.3245543028121198
26,4.400000000000002,0.9,1,11,1.4275748354327438
26,4.500000000000002,0.0,0,11,0.9534141925421691
26,4.500000000000002,0.1,0,11,1.1131790244789586
